edge_id,source_id,source_label_ko,source_grade,source_domain,source_unit,target_id,target_label_ko,target_grade,target_domain,target_unit,relationship_type,edge_scope,confidence,source_ref_count,source_count,evidence_kind_count,sources,evidence_kinds,has_curriculum_evidence,has_achievement_evidence,has_textbook_evidence,evidence_depth,needs_textbook_evidence,notes
m1_num_gcd__used_in__m1_num_coprime,m1_num_gcd,최대공약수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_coprime,서로소,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,used_in,same_unit,medium,2,1,2,curriculum_math_2022,achievement_standard; term_list,yes,no,no,official_single_source,yes,서로소는 최대공약수가 1인 관계로 해석된다.
m1_mis_prime_one__often_confused_with__m1_num_prime_number,m1_mis_prime_one,1을 소수나 합성수로 보는 오류,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_number,소수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,often_confused_with,same_unit,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_mis_prime_one__often_confused_with__m1_num_composite_number,m1_mis_prime_one,1을 소수나 합성수로 보는 오류,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_composite_number,합성수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,often_confused_with,same_unit,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_mis_gcd_lcm_scope__often_confused_with__m1_num_find_gcd_lcm_prime_factorization,m1_mis_gcd_lcm_scope,최대공약수·최소공배수 활용 문제를 범위로 오인하는 오류,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_find_gcd_lcm_prime_factorization,소인수분해로 최대공약수와 최소공배수 구하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,often_confused_with,same_unit,low,1,1,1,curriculum_math_2022,teaching_note,yes,no,no,official_single_source,yes,
m1_mis_gcd_lcm_common_all_prime_factor__often_confused_with__m1_num_select_common_prime_factors,m1_mis_gcd_lcm_common_all_prime_factor,최대공약수와 최소공배수에서 공통 소인수와 모든 소인수를 뒤바꾸는 오류,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_select_common_prime_factors,공통 소인수 선택하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,often_confused_with,same_unit,low,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_mis_gcd_lcm_common_all_prime_factor__often_confused_with__m1_num_select_all_prime_factors,m1_mis_gcd_lcm_common_all_prime_factor,최대공약수와 최소공배수에서 공통 소인수와 모든 소인수를 뒤바꾸는 오류,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_select_all_prime_factors,필요한 모든 소인수 선택하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,often_confused_with,same_unit,low,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_integer_rational_unit__contains__m1_num_negative_need,m1_num_integer_rational_unit,정수와 유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_negative_need,음수의 필요성,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_integer_rational_unit__contains__m1_num_positive_number,m1_num_integer_rational_unit,정수와 유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_positive_number,양수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_num_integer_rational_unit__contains__m1_num_negative_number,m1_num_integer_rational_unit,정수와 유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_negative_number,음수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_num_integer_rational_unit__contains__m1_num_integer,m1_num_integer_rational_unit,정수와 유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_integer,정수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_num_integer_rational_unit__contains__m1_num_rational_number,m1_num_integer_rational_unit,정수와 유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_rational_number,유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_num_integer_rational_unit__contains__m1_num_number_line,m1_num_integer_rational_unit,정수와 유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_number_line,수직선,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_num_integer_rational_unit__contains__m1_num_absolute_value,m1_num_integer_rational_unit,정수와 유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_absolute_value,절댓값,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_num_integer_rational_unit__contains__m1_num_plus_sign,m1_num_integer_rational_unit,정수와 유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_plus_sign,양의 부호,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,same_unit,medium,1,1,1,curriculum_math_2022,term_list,yes,no,no,official_single_source,yes,
m1_num_integer_rational_unit__contains__m1_num_minus_sign,m1_num_integer_rational_unit,정수와 유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_minus_sign,음의 부호,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,same_unit,medium,1,1,1,curriculum_math_2022,term_list,yes,no,no,official_single_source,yes,
m1_num_integer_rational_unit__contains__m1_num_order_relation,m1_num_integer_rational_unit,정수와 유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_order_relation,정수와 유리수의 대소 관계,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_integer_rational_unit__contains__m1_num_four_operations,m1_num_integer_rational_unit,정수와 유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_four_operations,정수와 유리수의 사칙계산,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_positive_number__contrasts_with__m1_num_negative_number,m1_num_positive_number,양수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_negative_number,음수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contrasts_with,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_negative_need__used_in__m1_num_negative_number,m1_num_negative_need,음수의 필요성,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_negative_number,음수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,used_in,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_positive_number__contains__m1_num_positive_integer,m1_num_positive_number,양수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_positive_integer,양의 정수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,same_unit,medium,2,1,2,curriculum_math_2022,achievement_standard; term_list,yes,no,no,official_single_source,yes,
m1_num_negative_number__contains__m1_num_negative_integer,m1_num_negative_number,음수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_negative_integer,음의 정수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,same_unit,medium,2,1,2,curriculum_math_2022,achievement_standard; term_list,yes,no,no,official_single_source,yes,
m1_num_integer__contains__m1_num_positive_integer,m1_num_integer,정수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_positive_integer,양의 정수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; term_list,yes,yes,no,official_dual_source,yes,
m1_num_integer__contains__m1_num_negative_integer,m1_num_integer,정수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_negative_integer,음의 정수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; term_list,yes,yes,no,official_dual_source,yes,
m1_num_positive_integer__equivalent_to__m1_num_natural_number,m1_num_positive_integer,양의 정수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_natural_number,자연수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,equivalent_to,cross_unit_same_domain,medium,5,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,"In this middle-school map, positive integers and natural numbers are treated as the same counting-number set, while preserving both official labels."
m1_num_integer__prerequisite_for__m1_num_rational_number,m1_num_integer,정수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_rational_number,유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,prerequisite_for,same_unit,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_rational_number__contains__m1_num_positive_rational,m1_num_rational_number,유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_positive_rational,양의 유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,same_unit,high,2,1,2,curriculum_math_2022,achievement_standard; term_list,yes,no,no,official_single_source,yes,
m1_num_rational_number__contains__m1_num_negative_rational,m1_num_rational_number,유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_negative_rational,음의 유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,same_unit,high,2,1,2,curriculum_math_2022,achievement_standard; term_list,yes,no,no,official_single_source,yes,
m1_num_positive_rational__related_to__m1_num_positive_number,m1_num_positive_rational,양의 유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_positive_number,양수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,related_to,same_unit,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,Positive rational numbers are a rational-number specialization of the broader positive-number term.
m1_num_negative_rational__related_to__m1_num_negative_number,m1_num_negative_rational,음의 유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_negative_number,음수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,related_to,same_unit,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,Negative rational numbers are a rational-number specialization of the broader negative-number term.
m1_num_zero__contrasts_with__m1_num_positive_number,m1_num_zero,0,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_positive_number,양수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contrasts_with,same_unit,medium,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,0은 양수도 음수도 아닌 정수의 기준값이므로 양수와 구별한다.
m1_num_zero__contrasts_with__m1_num_negative_number,m1_num_zero,0,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_negative_number,음수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contrasts_with,same_unit,medium,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,0은 양수도 음수도 아닌 정수의 기준값이므로 음수와 구별한다.
m1_num_zero__related_to__m1_num_absolute_value,m1_num_zero,0,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_absolute_value,절댓값,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,related_to,same_unit,medium,4,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,0은 절댓값을 거리로 해석할 때 기준점이자 절댓값이 0인 사례로 연결된다.
